model	loader	kind	cache_mode	metric	value	status
Qwen/Qwen3-8B	ts_safetensors_sync	steady_state_decode	cold	decode_min_ms	75.46	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	steady_state_decode	cold	init_ms	77040.45	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	steady_state_decode	warm	decode_avg_ms	75.61	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	steady_state_decode	warm	decode_max_ms	76.04	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	steady_state_decode	warm	decode_min_ms	75.33	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	steady_state_decode	warm	init_ms	66632.66	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	ttft	cold	first_token_ms	21.84	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	ttft	cold	init_ms	77226.26	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	ttft	cold	ttft_ms	77248.11	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	ttft	warm	first_token_ms	15.87	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	ttft	warm	init_ms	67012.11	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	ttft	warm	ttft_ms	67027.98	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	load_only	cold	init_ms	64090.15	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	load_only	warm	init_ms	86398.15	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	steady_state_decode	cold	decode_avg_ms	75.58	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	steady_state_decode	cold	decode_max_ms	76.27	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	steady_state_decode	cold	decode_min_ms	75.14	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	steady_state_decode	cold	init_ms	63353.38	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	steady_state_decode	warm	decode_avg_ms	75.48	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	steady_state_decode	warm	decode_max_ms	75.94	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	steady_state_decode	warm	decode_min_ms	75.19	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	steady_state_decode	warm	init_ms	58110.82	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	ttft	cold	first_token_ms	21.86	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	ttft	cold	init_ms	63501.24	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	ttft	cold	ttft_ms	63523.10	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	ttft	warm	first_token_ms	15.85	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	ttft	warm	init_ms	58687.25	estimated
Qwen/Qwen3-8B	ts_serverlessllm_default	ttft	warm	ttft_ms	58703.10	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	load_only	cold	init_ms	59064.19	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	load_only	warm	init_ms	56050.81	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	steady_state_decode	cold	decode_avg_ms	75.57	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	steady_state_decode	cold	decode_max_ms	76.04	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	steady_state_decode	cold	decode_min_ms	75.34	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	steady_state_decode	cold	init_ms	59003.23	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	steady_state_decode	warm	decode_avg_ms	75.91	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	steady_state_decode	warm	decode_max_ms	76.38	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	steady_state_decode	warm	decode_min_ms	75.64	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	steady_state_decode	warm	init_ms	54502.93	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	ttft	cold	first_token_ms	22.01	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	ttft	cold	init_ms	58055.18	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	ttft	cold	ttft_ms	58077.19	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	ttft	warm	first_token_ms	16.08	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	ttft	warm	init_ms	55307.70	estimated
Qwen/Qwen3-8B	ts_serverlessllm_sync	ttft	warm	ttft_ms	55323.78	estimated
