model	loader	kind	cache_mode	metric	value	status
Qwen/Qwen3-32B	ts_serverlessllm_default	steady_state_decode	warm	init_ms	173937.88	estimated
Qwen/Qwen3-32B	ts_serverlessllm_default	ttft	cold	first_token_ms	45.49	estimated
Qwen/Qwen3-32B	ts_serverlessllm_default	ttft	cold	init_ms	183283.45	estimated
Qwen/Qwen3-32B	ts_serverlessllm_default	ttft	cold	ttft_ms	183328.95	estimated
Qwen/Qwen3-32B	ts_serverlessllm_default	ttft	warm	first_token_ms	38.63	estimated
Qwen/Qwen3-32B	ts_serverlessllm_default	ttft	warm	init_ms	172929.93	estimated
Qwen/Qwen3-32B	ts_serverlessllm_default	ttft	warm	ttft_ms	172968.56	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	load_only	cold	init_ms	174525.81	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	load_only	warm	init_ms	171209.04	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	steady_state_decode	cold	decode_avg_ms	252.55	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	steady_state_decode	cold	decode_max_ms	252.85	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	steady_state_decode	cold	decode_min_ms	252.31	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	steady_state_decode	cold	init_ms	170181.39	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	steady_state_decode	warm	decode_avg_ms	252.77	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	steady_state_decode	warm	decode_max_ms	252.97	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	steady_state_decode	warm	decode_min_ms	252.69	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	steady_state_decode	warm	init_ms	170276.02	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	ttft	cold	first_token_ms	45.66	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	ttft	cold	init_ms	170370.81	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	ttft	cold	ttft_ms	170416.46	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	ttft	warm	first_token_ms	38.39	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	ttft	warm	init_ms	171212.06	estimated
Qwen/Qwen3-32B	ts_serverlessllm_sync	ttft	warm	ttft_ms	171250.45	estimated
Qwen/Qwen3-4B	ts_safetensors_default	load_only	cold	init_ms	72135.57	estimated
Qwen/Qwen3-4B	ts_safetensors_default	load_only	warm	init_ms	64306.79	estimated
Qwen/Qwen3-4B	ts_safetensors_default	steady_state_decode	cold	decode_avg_ms	50.92	estimated
Qwen/Qwen3-4B	ts_safetensors_default	steady_state_decode	cold	decode_max_ms	51.40	estimated
Qwen/Qwen3-4B	ts_safetensors_default	steady_state_decode	cold	decode_min_ms	50.67	estimated
Qwen/Qwen3-4B	ts_safetensors_default	steady_state_decode	cold	init_ms	72652.44	estimated
Qwen/Qwen3-4B	ts_safetensors_default	steady_state_decode	warm	decode_avg_ms	51.17	estimated
Qwen/Qwen3-4B	ts_safetensors_default	steady_state_decode	warm	decode_max_ms	51.50	estimated
Qwen/Qwen3-4B	ts_safetensors_default	steady_state_decode	warm	decode_min_ms	50.91	estimated
Qwen/Qwen3-4B	ts_safetensors_default	steady_state_decode	warm	init_ms	64033.21	estimated
Qwen/Qwen3-4B	ts_safetensors_default	ttft	cold	first_token_ms	20.03	estimated
Qwen/Qwen3-4B	ts_safetensors_default	ttft	cold	init_ms	72234.60	estimated
Qwen/Qwen3-4B	ts_safetensors_default	ttft	cold	ttft_ms	72254.64	estimated
Qwen/Qwen3-4B	ts_safetensors_default	ttft	warm	first_token_ms	13.90	estimated
Qwen/Qwen3-4B	ts_safetensors_default	ttft	warm	init_ms	63825.93	estimated
Qwen/Qwen3-4B	ts_safetensors_default	ttft	warm	ttft_ms	63839.83	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	load_only	cold	init_ms	118841.94	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	load_only	warm	init_ms	104977.21	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	steady_state_decode	cold	decode_avg_ms	50.76	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	steady_state_decode	cold	decode_max_ms	51.06	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	steady_state_decode	cold	decode_min_ms	50.58	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	steady_state_decode	cold	init_ms	117845.65	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	steady_state_decode	warm	decode_avg_ms	50.84	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	steady_state_decode	warm	decode_max_ms	51.24	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	steady_state_decode	warm	decode_min_ms	50.60	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	steady_state_decode	warm	init_ms	105424.91	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	ttft	cold	first_token_ms	20.28	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	ttft	cold	init_ms	119304.35	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	ttft	cold	ttft_ms	119324.63	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	ttft	warm	first_token_ms	13.70	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	ttft	warm	init_ms	105814.75	estimated
Qwen/Qwen3-4B	ts_safetensors_sync	ttft	warm	ttft_ms	105828.45	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	load_only	cold	init_ms	31785.35	estimated
